GeneName	 Accession-1	 Left-End-Position	 Right-End-Position	Product	Map to Escherichia coli CFT073
EG10234	b0896	944033	944896	DMSC-MONOMER	C1033
G7317	b2506	2630326	2630865	G7317-MONOMER	C3025
G6326	b0581	606265	607383	G6326-MONOMER	C0667
EG11018	b1421	1492470	1494110	TRG-MONOMER	C1846
EG12279	b3575	3742733	3743731	EG12279-MONOMER	C4396
EG30061	b3171	3318213	3318289	metY-tRNA	
G7109	b2070	2149039	2150985	G7109-MONOMER	C2597
G6261	b0485	511641	512573	G6261-MONOMER	C0605
EG10067	b0273	289301	290305	CHAINF-MONOMER	
G0-10617	b4662	77388	77519	MONOMER0-2842	
EG30045	b0202	225381	225457	ileV-tRNA	
EG11529	b3933	4122380	4123339	EG11529-MONOMER	C4886
G6956	b1762	1843831	1844871	G6956-MONOMER	
EG12702	b0901	949668	950258	EG12702-MONOMER	
EG12314	b0101	111649	111846	EG12314-MONOMER	C0121
EG11729	b3719	3899408	3900577	EG11729-MONOMER	C4641
EG30029	b0665	696542	696616	glnV-tRNA	
					
EG12633	b3034	3177281	3177910	EG12633-MONOMER	C3780
EG10064	b3959	4156013	4156789	ACETYLGLUTKIN-MONOMER	C4918
EG10776	b1304	1368079	1368747	EG10776-MONOMER	C1774
EG30011	b2397	2518156	2518231	alaW-tRNA	
EG10345	b3462	3601028	3602086	FTSX-MONOMER	C4255
G6504	b0983	1044664	1045803	G6504-MONOMER	
EG12409	b2468	2583546	2585525	EG12409-MONOMER	C2995
EG11859	b3895	4086016	4086849	EG11859-MONOMER	C4847
EG11288	b0394	410144	411052	EG11288-MONOMER	C0503
G436	b3224	3371084	3372574	NANT-MONOMER	C3978
G6363	b0660	692338	693378	G6363-MONOMER	C0745
EG12318	b0123	137083	138633	EG12318-MONOMER	C0152
EG11598	b0785	819295	819747	EG11598-MONOMER	C0867
EG10632	b0677	701603	702751	NAG6PDEACET-MONOMER	C0752
G0-10261	b4520	1218983	1219201	MONOMER0-2141	C1611
G0-9541	b4487	4313868	4314197	MONOMER0-1541	C5097
EG12298	b3614	3788101	3789060	EG12298-MONOMER	C4440
EG11595	b0781	817044	818033	EG11595-MONOMER	C0862
EG10348	b2800	2933041	2933688	FUCPALDOL-MONOMER	C3368
EG10637	b3225	3372683	3373576	ACNEULY-MONOMER	C3979
G0-10441	b4515	774196	774309	MONOMER0-2663	
EG12293	b3589	3756676	3757827	EG12293-MONOMER	C4410
EG10153	b0827	865129	866364	EG10153-MONOMER	C0912
EG10633	b0678	702811	703611	GLUCOSAMINE-6-P-DEAMIN-MONOMER	C0753
EG10618	b0924	976326	980786	EG10618-MONOMER	C1066
EG12336	b0163	183709	184095	EG12336-MONOMER	C0200
EG12172	b1103	1161885	1162244	EG12172-MONOMER	C1376
G7496	b2877	3015160	3015738	G7496-MONOMER	C3455
EG10114	b3721	3902289	3903701	EG10114-MONOMER	C4643
EG10382	b3729	3911839	3913668	L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER	C4654
EG12106	b0107	115714	117099	EG12106-MONOMER	C0126
EG12069	b2210	2305108	2306754	EG12069-MONOMER	C2751
EG11666	b0783	818570	819055	EG11666-MONOMER	C0865
G7676	b3222	3369475	3370350	NANK-MONOMER	C3976
EG12855	b0956	1018485	1018937	EG12855-MONOMER	C1092
					
EG11905	b3946	4139046	4139708	EG11905-MONOMER	C4905
EG11596	b0782	818055	818567	MONOMER0-1501	C0863
G6626	b1199	1249125	1249757	MONOMER0-1261	C1657
EG11553	b3176	3322733	3324070	PHOSGLUCOSAMINEMUT-MONOMER	C3932
EG11916	b3999	4199504	4200094	EG11916-MONOMER	C4956
EG11850	b3885	4075553	4076152	EG11850-MONOMER	C4832
EG10154	b0826	864380	865129	EG10154-MONOMER	C0911
EG10635	b0679	703944	705890	NAGE-MONOMER	C0755
EG12297	b3613	3786838	3788097	EG12297-MONOMER	C4439
EG11690	b3663	3841950	3842402	EG11690-MONOMER	C4587
EG11761	b1461	1533052	1533285	EG11761-MONOMER	
EG12427	b0763	795089	795862	MODA-MONOMER	C0840
EG20248	b4323	4552901	4554361	MANNONOXIDOREDUCT-MONOMER	C5403
EG10605	b0149	164730	167264	MONOMER0-4521 // EG10605-MONOMER	C0183
EG11315	b3253	3403484	3404458	EG11315-MONOMER	C4009
EG11728	b3718	3898671	3899393	EG11728-MONOMER	C4640
EG11829	b3857	4041415	4041999	EG11829-MONOMER	C4801
G7677	b3223	3370347	3371036	NANE-MONOMER	C3977
EG11183	b3388	3516020	3517306	EG11183-MONOMER	C4158
EG11139	b1908	1990954	1991619	EG11139-MONOMER	C2324
EG11692	b3665	3843964	3845730	EG11692-MONOMER	C4589
EG11597	b0784	819048	819293	MONOMER0-4125 // EG11597-MONOMER	C0866
EG12272	b3553	3717310	3718284	MONOMER-43	C4372
EG30100	b2621	2755593	2755955	SSRA-RNA	
G7864	b4206	4428079	4428717	G7864-MONOMER	C5305
EG11568	b0046	47246	47776	EG11568-MONOMER	C0056
EG10769	b0386	404835	405644	PYRROLINECARBREDUCT-MONOMER	C0493
EG11511	b0009	9306	9893	EG11511-MONOMER	C0013
EG10856	b0611	644197	645003	EG10856-MONOMER	C0699
EG10598	b1174	1224279	1224545	EG10598-MONOMER	C1621
G7699	b3283	3431420	3431962	G7699-MONOMER	C4044
EG11438	b1087	1146011	1146595	EG11438-MONOMER	C1356
EG10152	b0765	796554	797612	MODC-MONOMER	C0842
EG11893	b2010	2081381	2082547	RPOA-MONOMER	C2538
EG11879	b3929	4118845	4119330	EG11879-MONOMER	C4881
G7605	b3086	3236540	3237232	G7605-MONOMER	C3844
EG11298	b3248	3397785	3398378	EG11298-MONOMER	C4002
EG10767	b0243	261503	262756	GLUTSEMIALDEHYDROG-MONOMER	C0390
G7836	b4146	4374629	4375657	G7836-MONOMER	C5231
EG10743	b3164	3309033	3311168	EG10743-MONOMER	C3920
EG10201	b0632	662752	663963	EG10201-MONOMER	C0722
G7443	b2777	2904747	2905418	G7443-MONOMER	C3335
EG11289	b2147	2235265	2236500	EG11289-MONOMER	C2680
EG11211	b4155	4382643	4383620	EG11211-MONOMER	C5243
G6199	b0334	351215	352666	G6199-MONOMER	C0453
G7842	b4162	4391604	4392149	G7842-MONOMER	C5249
G7260	b2419	2537342	2537716	G7260-MONOMER	C2954
EG11241	b0897	944931	945557	EG11241-MONOMER	C1034
EG10768	b0242	260388	261491	GLUTKIN-MONOMER	C0389
EG12312	b0103	112599	113219	EG12312-MONOMER	C0123
G7459	b2830	2968447	2968977	G7459-MONOMER	C3425
G7644	b3150	3296409	3296984	G7644-MONOMER	C3904
G7058	b1970	2038956	2039369	G7058-MONOMER	C2388
EG10995	b0452	474301	475161	THIOESTERII-MONOMER	C0571
EG11675	b0134	148807	149601	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER	C0165
G7212	b2341	2457015	2459159	G7212-MONOMER	C2886
EG11249	b2782	2910756	2911091	EG11249-MONOMER	
G6915	b1689	1770615	1770971	G6915-MONOMER	C2084
EG10138	b3918	4109930	4110685	CDPDIGLYPYPHOSPHA-MONOMER	C4870
EG10685	b3258	3407607	3409058	PANF-MONOMER	C4023
G0-8882	b4445	2976304	2976385	RYGB-RNA	
G7258	b2412	2530247	2531233	G7258-MONOMER	C2946
G6728	b1409	1478226	1479122	G6728-MONOMER	C1835
G6239	b0425	443604	444515	2-DEHYDROPANTOATE-REDUCT-MONOMER	C0536
EG12432	b1694	1775587	1777182	EG12432-MONOMER	C2089
EG10861	b0183	204493	205089	EG10861-MONOMER	C0220
G6472	b0917	970673	970855	G6472-MONOMER	C1058
EG11746	b0133	147944	148795	PANTOATE-BETA-ALANINE-LIG-MONOMER	C0164
G0-10451	b4532	1509286	1509462	MONOMER0-2673	
EG10955	b3129	3277002	3277337	EG10955-MONOMER	C3884
G6324	b0579	605518	605886	G6324-MONOMER	C0665
EG10922	b3974	4174076	4175026	PANTOTHENATE-KIN-MONOMER	C4933
EG11670	b2222	2324109	2324759	ATOA-MONOMER	C2765
EG10857	b2567	2703383	2704063	EG10857-MONOMER	C3091
G0-10707	b4703	4332116	4332205	MONOMER0-4214	
EG12662	b0653	685255	685929	GLTK-MONOMER	C0737
EG10004	b3639	3812731	3813951	EG10004-MONOMER	C4463
EG12096	b4225	4448692	4449042	EG12096-MONOMER	
EG10342	b0093	103155	103985	EG10342-MONOMER	C0111
EG12881	b2238	2349687	2349893	EG12881-MONOMER	
EG11747	b0131	146314	146694	MONOMER0-1843 // MONOMER0-1842 // ASPDECARBOX-MONOMER	C0160
G6244	b0443	464402	464800	G6244-MONOMER	C0559
G7885	b4255	4478473	4478889	G7885-MONOMER	C5354
EG12309	b4403	4640942	4641628	EG12309-MONOMER	C5490
EG12663	b0652	684530	685255	GLTL-MONOMER	C0736
EG11190	b3634	3809825	3810304	PANTEPADENYLYLTRAN-MONOMER	C4458
G7629	b3130	3277337	3277801	G7629-MONOMER	C3885
EG12878	b2910	3055612	3055941	EG12878-MONOMER	C3492
EG11995	b2118	2200279	2203911	EG11995-MONOMER	C2644
G7572	b3022	3168248	3168544	G7572-MONOMER	
G6200	b0335	352706	354592	G6200-MONOMER	C0454
EG11259	b4179	4406654	4409095	EG11259-MONOMER	C5263
EG11860	b3896	4087002	4088057	EG11860-MONOMER	C4848
EG12661	b0654	685929	686669	GLTJ-MONOMER	C0738
G7602	b3083	3234141	3234455	G7602-MONOMER	C3274
EG10863	b3643	3815863	3816549	EG10863-MONOMER	C4467
EG10339	b0094	103982	105244	EG10339-MONOMER	C0112
EG11645	b1537	1624773	1625291	EG11645-MONOMER	
G0-10202		3853118	3853192		
G6196	b0331	348682	349572	G6196-MONOMER	C0451
G0-8785	b4408	2924156	2924524	CSRB-RNA	
EG11217	b4397	4635521	4635994	EG11217-MONOMER	C5484
EG10096	b0928	984519	985709	ASPAMINOTRANS-MONOMER	C1070
G6117	b0233	252301	252699	G6117-MONOMER	
EG10859	b1084	1141182	1144367	EG10859-MONOMER	C1353
EG12313	b0102	111856	112599	EG12313-MONOMER	C0122
EG11126	b1258	1315270	1315770	EG11126-MONOMER	C1724
EG12693	b1813	1896170	1896748	EG12693-MONOMER	C2218
EG10278	b3845	4027609	4028772	FADA-MONOMER	C4792
EG10844	b3780	3964365	3965630	EG10844-MONOMER	C4700
G7846	b4181	4410133	4410534	G7846-MONOMER	C5265
EG10271	b3006	3151250	3151984	EG10271-MONOMER	C3741
EG10691	b0052	52427	53416	PDXA-MONOMER	C0065
G7940	b4347	4579499	4579840	G7940-MONOMER	C5422
EG11191	b3641	3814494	3815090	EG11191-MONOMER	C4465
G7693	b3257	3407375	3407617	G7693-MONOMER	C4022
G0-9461	b2320	2436715	2437851	ERYTHRON4PDEHYDROG-MONOMER	C2865
G7213	b2342	2459159	2460469	G7213-MONOMER	C2887
EG11620	b1286	1346978	1348912	EG11620-MONOMER	C1757
G7585	b3046			G7585-MONOMER	
EG10272	b3005	3150818	3151243	EG10272-MONOMER	C3740
EG10693	b2564	2700998	2701729	PDXJ-MONOMER	C3088
EG10438	b4172	4400288	4400596	EG10438-MONOMER	C5256
EG10203	b0839	880727	881929	EG10203-MONOMER	C0924
G7434	b2768	2894196	2894771	G7434-MONOMER	
G0-8910	b4441	2691157	2691340	TKE1-RNA	
G6198	b0333	350012	351181	G6198-MONOMER	C0452
G7830	b4128	4352584	4352880	G7830-MONOMER	
G7209	b4661	2452356	2455001	G7209-MONOMER	C2883
EG11012	b1252	1311089	1311808	EG11012-MONOMER	C1717
G7923	b4326	4556993	4557385	G7923-MONOMER	C5405
G7365	b2630	2765918	2766991	G7365-MONOMER	
EG12111	b2742	2867614	2868753	EG12111-MONOMER	C3308
G7014	b1841	1924595	1924969	G7014-MONOMER	C2251
G0-10752	b4713	3648294	3648375	RNA0-380	
G0-16649	b4716	4106330	4106387	RNA0-389	
EG10279	b3846	4028782	4030971	FADB-MONOMER	C4793
EG11131	b1563	1645346	1645633	EG11131-MONOMER	
G6897	b1669	1748747	1749559	G6897-MONOMER	C2062
G0-16600	b4714	1413556	1413734	RNA0-385	
EG10092	b0674	697513	699177	ASNSYNB-MONOMER	C0749
EG10018	b3252	3401392	3403332	EG10018-MONOMER	C4008
G0-8868	b4444	2976102	2976189	SRAE-RNA	
EG10596	b1176	1225385	1226080	EG10596-MONOMER	C1623
G6630	b1213	1266924	1267316	G6630-MONOMER	C1671
G6866	b1615	1691586	1692851	G6866-MONOMER	C2007
G7063	b1976	2043651	2044448	G7063-MONOMER	C2417
M011	b0348	370277	371221	DHPDIOXYGEN-MONOMER	
EG10095	b4139	4366891	4368327	ASPARTASE-MONOMER	C5222
G6454	b0869	906852	908282	G6454-MONOMER	C1002
G0-10751	b4712	3648063	3648144	RNA0-379	
EG10091	b3744	3927155	3928147	ASNSYNA-MONOMER	C4672
G6875	b1631	1710204	1710824	G6875-MONOMER	C2023
EG12433	b1269	1326852	1327727	EG12433-MONOMER	C1734
G7424	b2748	2872509	2872820	G7424-MONOMER	C3315
G6264	b0488	514401	514859	G6264-MONOMER	C0609
G6872	b1628	1706348	1706926	G6872-MONOMER	C2020
G6105	b0221	240859	243303	ACYLCOADEHYDROG-MONOMER	C0371
EG11779	b2960	3102133	3102852	EG11779-MONOMER	C3547
G0-10651	b4685	3307853	3307933	MONOMER0-2878	
G7507	b2888	3031367	3032815	YGFU-MONOMER	C3465
EG11325	b1276	1335831	1338506	ACONITASE-MONOMER	C1745
EG11085	b0082	90094	91035	EG11085-MONOMER	C0100
EG11878	b3928	4118515	4118760	EG11878-MONOMER	C4880
EG12843	b0468	490882	491259	EG12843-MONOMER	C0587
G6600	b1160	1211680	1212003	G6600-MONOMER	C1429
EG12357	b1701	1782977	1784677	EG12357-MONOMER	C2097
EG10343	b3465	3604393	3604989	EG10343-MONOMER	C4258
EG12273	b3554	3718334	3719044	EG12273-MONOMER	C4373
G7114	b2075	2155263	2158385	B2075-MONOMER	C2601
EG10983	b2533	2663442	2664245	EG10983-MONOMER	C3059
G7452	b2794	2925348	2926196	G7452-MONOMER	C3360
EG10347	b0095	105305	106456	EG10347-MONOMER	C0113
EG11951	b4078	4296436	4297125	EG11951-MONOMER	C5076
G7610	b3096	3248439	3248822	G7610-MONOMER	C3854
EG11669	b2221	2323447	2324109	ATOD-MONOMER	C2764
G6501	b0967	1028779	1029969	G6501-MONOMER	C1105
EG11832	b3861	4044199	4045629	EG11832-MONOMER	C4806
G6817	b1543	1631002	1632285	B1543-MONOMER	C1969
G0-10580	b4637	710639	710725	MONOMER0-2801	
EG12234	b3499	3645385	3646227	EG12234-MONOMER	C4298
G6486	b0946	1005952	1006494	G6486-MONOMER	C1082
EG11592	b0631	662379	662642	EG11592-MONOMER	C0721
G6876	b1632	1710828	1711523	G6876-MONOMER	C2024
EG11186	b3562	3726924	3727361	EG11186-MONOMER	C4382
EG11538	b2575	2712027	2712764	EG11538-MONOMER	C3099
EG11196	b3698	3877067	3877465	EG11196-MONOMER	C4620
G6262	b0486	512576	513868	B0486-MONOMER	C0606
EG12146	b3205	3347115	3347969	EG12146-MONOMER	C3965
EG10997	b3706	3886828	3888192	EG10997-MONOMER	C4630
EG10344	b0089	98403	99647	EG10344-MONOMER	C0107
EG11108	b0707	739001	739510	EG11108-MONOMER	C0786
G6873	b1629	1706919	1709141	G6873-MONOMER	C2021
G6093	b0177	197928	200360	G6093-MONOMER	C0214
G7422	b2745	2870255	2871304	G7422-MONOMER	C3312
G7835	b4145	4373365	4374234	G7835-MONOMER	C5230
EG12853	b1336	1400247	1401773	ABGT-MONOMER	C1809
EG11730	b3745	3928152	3929603	EG11730-MONOMER	C4673
G6416	b0807	842332	843258	G6416-MONOMER	C0892
EG11376	b3017	3161257	3162669	EG11376-MONOMER	C3757
G7681	b3233	3380191	3380589	G7681-MONOMER	C3987
G6603	b1163	1214264	1215475	G6603-MONOMER	C1606
EG11914	b3955	4148532	4150265	EG11914-MONOMER	C4914
EG12207	b1822	1906251	1907060	EG12207-MONOMER	C2229
G7550	b2984	3132454	3133212	G7550-MONOMER	C3721
EG12504	b4208	4429864	4431276	CYCA-MONOMER	C5307
EG10984	b0958	1020410	1020919	EG10984-MONOMER	C1095
EG11372	b2559	2697354	2697857	EG11372-MONOMER	C3082
EG10340	b3463	3602079	3602747	FTSE-MONOMER	C4256
G7417	b2736	2861430	2862338	G7417-MONOMER	C3297
G0-10699	b4719	1996921	1997057	RNA0-361	
G7028	b1880	1965043	1966191	G7028-MONOMER	C2294
EG10943	b1764	1846965	1848008	EG10943-MONOMER	C2167
G7188	b2294	2412100	2412594	G7188-MONOMER	C2835
EG12232	b3496	3640862	3642331	YHIP-MONOMER	C4295
G6925	b1707	1791307	1792020	G6925-MONOMER	C2103
G7845	b4180	4409275	4410006	G7845-MONOMER	C5264
EG12371	b3163	3308040	3308924	EG12371-MONOMER	C3918
G6996	b1815	1898427	1900025	G6996-MONOMER	C2221
EG12866	b1831	1914836	1915534	EG12866-MONOMER	C2240
EG10145	b4400	4638178	4639530	EG10145-MONOMER	C5487
G7297	b2474	2593844	2595859	G7297-MONOMER	C3002
G6888	b1648	1725681	1725920	G6888-MONOMER	C2040
EG11961	b3603	3777399	3779054	LCTP-MONOMER	C4425
G6874	b1630	1709142	1710200	G6874-MONOMER	C2022
G6238	b0423	441549	442997	THII-MONOMER	C0534
EG11203	b3865	4050133	4050765	EG11203-MONOMER	C4812
G6568	b1108	1165143	1165685	G6568-MONOMER	C1381
G6871	b1627	1705767	1706348	G6871-MONOMER	C2019
EG12017	b2136	2225801	2226379	EG12017-MONOMER	C2668
EG12098	b2594	2735031	2736011	EG12098-MONOMER	C3116
G6433	b0833	872979	875327	G6433-MONOMER	C0918
EG11753	b1216	1270749	1271849	CHAA-MONOMER	C1676
EG11256	b0382	401386	401646	EG11256-MONOMER	C0489
EG11311	b3260	3410280	3411245	EG11311-MONOMER	C4026
G7680	b3232	3378870	3379997	G7680-MONOMER	C3986
G6240	b0426	444683	445174	G6240-MONOMER	C0537
EG11798	b0106	114522	115724	EG11798-MONOMER	C0125
EG10812	b0405	425011	426081	EG10812-MONOMER	C0515
G0-10647	b4680	2496921	2496992	MONOMER0-2874	
EG11612	b4111	4330502	4332004	PROP-MONOMER	C5116
G7714	b3345	3475332	3475718	G7714-MONOMER	C4119
EG11086	b0083	91032	91397	EG11086-MONOMER	C0101
EG12704	b2956	3098558	3099565	EG12704-MONOMER	C3542
G7618	b3104	3252911	3253267	G7618-MONOMER	
G7021	b1871	1953442	1954413	G7021-MONOMER	C2285
EG12262	b3535	3695997	3696185	EG12262-MONOMER	C4347
EG11330	b2663	2794253	2795653	GABP-MONOMER	C3211
G6096	b0188	212331	213629	G6096-MONOMER	C0226
EG10597	b1175	1224549	1225361	EG10597-MONOMER	C1622
EG11938	b4061	4275471	4277057	EG11938-MONOMER	C5052
EG11011	b0738	775849	776277	EG11011-MONOMER	C0817
EG11932	b4049	4261669	4262706	EG11932-MONOMER	C5018
EG11780	b4696	1592665	1598086	EG11780-MONOMER	C2894
EG11006	b3709	3890236	3891483	TNAB-MONOMER	C4632
EG11247	b2785	2913699	2915000	EG11247-MONOMER	C3348
EG12450	b2711	2833912	2835045	EG12450-MONOMER	C3267
EG11524	b0706	738092	738853	EG11524-MONOMER	
G7409	b2700	2823849	2824346	G7409-MONOMER	C3254
EG10658	b2477	2597831	2598865	EG10658-MONOMER	C3005
EG10523	b0051	51609	52430	EG10523-MONOMER	C0064
EG11184	b3448	3586943	3587383	EG11184-MONOMER	C4237
EG10406	b3653	3827460	3828665	GLTS-MONOMER	C4478
EG12192	b2615	2750831	2751709	MONOMER0-541	C3137
G7698	b3282	3430843	3431415	G7698-MONOMER	C4043
EG11492	b4051	4263248	4264231	QOR-MONOMER	C5020
EG11084	b0081	89634	90092	EG11084-MONOMER	C0099
EG10742	b0931	989154	990356	NICOTINATEPRIBOSYLTRANS-MONOMER	C1073
EG11739	b0569	590941	593178	EG11739-MONOMER	C0655
G6991	b1807	1890572	1891267	G6991-MONOMER	C2211
G7941	b4353	4588876	4589079	G7941-MONOMER	C5428
EG10352	b2801	2934235	2935551	FUCP-MONOMER	C3370
EG10630	b0750	782085	783128	QUINOLINATE-SYNTHA-MONOMER	C0825
EG12609	b0058	59687	60346	EG12609-MONOMER	C0069
G7023	b1873	1957032	1958132	G7023-MONOMER	C2287
G7825	b4121	4344929	4345558	G7825-MONOMER	
G7961	b1385	1447519	1449018	PHENDEHYD-MONOMER	
G6361	b0658	690906	691784	G6361-MONOMER	C0743
EG11794	b2806	2940143	2941243	EG11794-MONOMER	C3376
G7650	b3156	3300255	3300758	G7650-MONOMER	C3909
G7465	b2845	2985847	2987076	B2845-MONOMER	C3442
EG11546	b0109	117752	118645	QUINOPRIBOTRANS-MONOMER	C0128
EG11118	b1086	1144940	1145899	EG11118-MONOMER	C1355
G6922	b1699	1781395	1782684	G6922-MONOMER	C2095
G7524	b2948	3092937	3093500	G7524-MONOMER	C3534
EG11135	b1768	1851887	1852528	NICOTINAMID-MONOMER	C2172
EG12217	b3471	3609217	3609882	EG12217-MONOMER	C4264
EG10375	b3741	3923744	3925633	EG10375-MONOMER	C4669
G7384	b2649	2783638	2784429	G7384-MONOMER	
G7004	b1828	1910276	1911649	B1828-MONOMER	C2237
EG10631	b2574	2710420	2712042	L-ASPARTATE-OXID-MONOMER	C3098
G7456	b2812	2945036	2945842	G7456-MONOMER	C3383
EG12697	b2895	3039855	3040376	OX-FLAVODOXIN2 // FLAVODOXIN2-MONOMER	C3475
G7165	b2252	2365018	2365620	G7165-MONOMER	C2794
G6350	b0639	669931	670572	NICONUCADENYLYLTRAN-MONOMER	C0730
G7113	b2074	2154016	2155263	MDTA	C2600
G6581	b1135	1194298	1194951	G6581-MONOMER	C1514
G6981	b1795	1879007	1879255	G6981-MONOMER	C2200
G6744	b1433	1504905	1506080	B1433-MONOMER	C1857
EG10663	b1740	1822458	1823285	NAD-SYNTH-MONOMER	C2139
EG12366	b2946	3091134	3091865	EG12366-MONOMER	C3532
EG12062	b2204	2298715	2299578	NAPH-MONOMER	C2743
G6865	b1614	1689852	1691360	G6865-MONOMER	C2006
G6209	b0357	379606	379881	G6209-MONOMER	C0466
EG10169	b2313	2430275	2430763	EG10169-MONOMER	C2857
EG11757	b4168	4395585	4396046	EG11757-MONOMER	C5252
G6540	b1034	1098879	1099616	G6540-MONOMER	C1296
G6233	b0402	420986	422359	PROY-MONOMER	C0512
G7135	b2103	2183716	2184516	HMP-P-KIN-MONOMER	C2630
EG11022	b3965	4162170	4163270	EG11022-MONOMER	C4928
EG10334	b3844	4026527	4027228	FMNREDUCT-MONOMER	C4791
G6405	b0788	821542	822498	G6405-MONOMER	C0871
G1	b4407	4192637	4192837	THIS-MONOMER	C4948
EG12442	b4461	2748774	2750060	G7356-MONOMER	C3133
G7431	b2765	2892214	2892579	G7431-MONOMER	C3324
G6180	b0310	324696	325364	G6180-MONOMER	C0425
EG12754	b3110	3256679	3258010	YHAO-MONOMER	
EG11587	b3992	4192821	4193576	THIF-MONOMER	C4949
G6449	b0859	898518	899645	G6449-MONOMER	C0992
G7413	b2710	2832476	2833915	G7413-MONOMER	
G0-10593	b4601	1671777	1671860	MONOMER0-2821	
EG11574	b0068	74497	75480	SFUA-MONOMER	C0084
EG11499	b3184	3331770	3332735	EG11499-MONOMER	C3941
EG12216	b3470	3608751	3608996	EG12216-MONOMER	C4263
EG12375	b0913	964320	966584	EG12375-MONOMER	C1052
G0-8895	b4414	189712	189847	T44-RNA	
EG12462	b4115	4335694	4337031	YJDE-MONOMER	C5120
M007	b2104	2184513	2185301	THZ-KIN-MONOMER	C2631
EG11503	b0195	218887	219594	EG11503-MONOMER	C0236
G6923	b1700	1782681	1782974	G6923-MONOMER	C2096
EG12212	b3466	3604979	3605248	EG12212-MONOMER	C4259
G6246	b0446	467412	468230	G6246-MONOMER	C0562
EG11123	b1255	1312920	1313663	EG11123-MONOMER	C1721
EG10967	b3651	3824515	3825204	EG10967-MONOMER	C4476
EG11935	b4056	4270238	4270654	EG11935-MONOMER	C5046
EG11952	b4080	4299564	4301030	EG11952-MONOMER	C5085
G6234	b0417	435634	436611	THI-P-KIN-MONOMER	C0528
G7950	b4371	4606669	4607700	G7950-MONOMER	C5450
EG12064	b2205	2299565	2300260	NAPG-MONOMER	C2744
EG11722	b3712	3893881	3894630	EG11722-MONOMER	C4635
EG11589	b3991	4191865	4192635	THIG-MONOMER	C4947
G7352	b2595	2736146	2736883	G7352-MONOMER	C3117
G7325	b2530	2660317	2661531	G7325-MONOMER	C3056
EG11515	b3215	3362112	3362786	EG11515-MONOMER	
EG11727	b3717	3898022	3898609	EG11727-MONOMER	
EG11720	b3710	3891615	3892790	YIDY-MONOMER	C4633
EG11585	b3994	4194204	4196099	THIC-MONOMER	C4951
G6245	b0444	464852	465547	G6245-MONOMER	C0560
EG11328	b2525	2656748	2657083	OX-FERREDOXIN // FERREDOXIN-MONOMER	C3050
EG11173	b3120	3267854	3268393	EG11173-MONOMER	C3878
EG11572	b0066	72229	72927	SFUC-MONOMER	C0082
G0-9981	b4613	3647705	3647788	MONOMER0-1941	C4300
EG12163	b3289	3435207	3436496	EG12163-MONOMER	C4049
EG10021	b4352	4587909	4588865	EG10021-MONOMER	C5427
G7777	b3558	3721198	3722049	G7777-MONOMER	C0232
EG11555	b0007	6529	7959	YAAJ-MONOMER	C0011
G6566	b1106	1163260	1164084	THIKIN-MONOMER	C1379
EG11344	b1133	1192667	1193773	EG11344-MONOMER	C1512
G7022	b1872	1954578	1957007	G7022-MONOMER	C2286
G7887	b4257	4479730	4480926	G7887-MONOMER	C5357
G6237	b0420	438315	440177	DXS-MONOMER	C0531
G7933	b4336	4565966	4567246	G7933-MONOMER	C5419
EG10858	b1804	1886864	1887991	EG10858-MONOMER	C2208
G8208	b4499	2197410	2200269		
G7759	b3442	3581863	3583041	G7759-MONOMER	C4233
G7077	b1997	2069815	2070180	MONOMER0-4251	C3612
EG11262	b3364	3492568	3493749	YHFC-MONOMER	C4139
EG11590	b3990	4190735	4191868	THIH-MONOMER	C4946
G6609	b4491	1219601	1222248	G6609-MONOMER	
G7750	b4475	3555833	3556849	G7750-MONOMER	C4197
G6921	b1698	1780401	1781339	G6921-MONOMER	C2094
G7616	b3102	3251024	3252010	G7616-MONOMER	
EG11586	b3993	4193569	4194204	THIE-MONOMER	C4950
G7337	b2543	2673346	2673768	G7337-MONOMER	C3065
G7175	b2268	2381608	2382525	G7175-MONOMER	C2812
G0-10557	b4578	1503218	1503649		
G7513	b2900	3043312	3043623	G7513-MONOMER	C3481
G6360	b0656	687997	688977	MONOMER0-4235	
G7421	b2740	2865101	2866465	B2740-MONOMER	C3301
EG11573	b0067	72911	74521	SFUB-MONOMER	C0083
G8204	b1405	1470519	1474013		
EG12022	b2140	2229438	2230385	EG12022-MONOMER	C2672
G7609	b3095	3247773	3248435	G7609-MONOMER	C3853
G7321	b2513	2638663	2639283	G7321-MONOMER	C3035
EG12712	b2687	2814218	2814733	EG12712-MONOMER	C3244
EG11007	b0739	776342	777607	EG11007-MONOMER	C0818
EG11254	b0636	668248	668715	EG11254-MONOMER	C0727
					
G7112	b2073	2152469	2153128	G7112-MONOMER	C2599
G0-10540		3583483	3584180	MONOMER0-4230	
G6962	b1775	1858850	1860229	B1775-MONOMER	C2179
EG11331	b1277	1338570	1339160	GTP-CYCLOHYDRO-II-MONOMER	C1746
G7671	b4569			G7671-MONOMER	
EG10595	b4171	4399252	4400202	EG10595-MONOMER	C5255
G6918	b1695	1777196	1778347	G6918-MONOMER	C2090
G6964	b1777	1861702	1861974	G6964-MONOMER	C2182
EG11202	b3812	3997183	3997899	EG11202-MONOMER	C4733
